komentar,tokens,cleaned
"setelah dipasang dengan kartu sim nya, tidak bisa mendownload whatsapp, bertanya kepada penjual, dijelaskan dan sudah diikuti seperti itu, tetap saja bermasalah, dan sudah menukar kartu sebanyak 4x di counter…. penjual bilangnya restart terus…. pas dimasukin lagi kartu baru yang ke 3, signalnya tidak ada, dipakai di up lain jadi, mungkin apes, dapat yang rusak, cuma bisa telpon, dan pas cas, 1 hari baru full,,, mudah2an besok2 tidak apes2 lagi,, kapok beli hp bgnian🤦‍♀️","['pasang', 'kartu', 'sim', 'nya', 'mendownload', 'whatsapp', 'jual', 'ikut', 'itu', 'masalah', 'tukar', 'kartu', '4x', 'counter', 'jual', 'bilang', 'restart', 'terus', 'pas', 'dimasukin', 'kartu', '3', 'signalnya', 'ada', 'pakai', 'up', 'jadi', 'apes', 'rusak', 'telpon', 'pas', 'cas', '1', 'full', 'mudah2an', 'besok2', 'apes2', 'lagi', 'kapok', 'beli', 'hp', 'bgnian']",pasang kartu sim nya mendownload whatsapp jual ikut itu masalah tukar kartu 4x counter jual bilang restart terus pas dimasukin kartu 3 signalnya ada pakai up jadi apes rusak telpon pas cas 1 full mudah2an besok2 apes2 lagi kapok beli hp bgnian
"seperti nya second, barang nya sudah terpasang email dan sudah nyala pas di buka ... semoga awet ajalah","['second', 'barang', 'pasang', 'email', 'nyala', 'pas', 'buka', '', 'moga', 'awet', 'aja']",second barang pasang email nyala pas buka  moga awet aja
"sma yang ini juga kena spam wa nya sya krim ulang hp nya jika slesai perbaikn bagus sya rubh lgi bintangnya,,maap seller","['sma', 'spam', 'wa', 'sya', 'krim', 'ulang', 'hp', 'slesai', 'perbaikn', 'bagus', 'sya', 'rubh', 'lgi', 'bintang maap', 'seller']",sma spam wa sya krim ulang hp slesai perbaikn bagus sya rubh lgi bintang maap seller
"wa selalu seperti ini katanya ori tetapi kenyataanya tidak sesuai, tidak amanah.","['wa', 'ori', 'kenyataanya', 'sesuai', 'amanah']",wa ori kenyataanya sesuai amanah
hp nya palsu. begitu datang 3 hari wa bermasalah. terus seller bilang suruh ganti kartu. saya tanya kenapa dijawab ganti aja. saya ganti kartu lagi dan setelah seminggu wa ke kunci lagi. sy lapor dibilang suruh ganti lagi. terus saya cek ternyata hp palsu. saya minta di kembalikan. dan setelah di kembalikan sudah seminggu tdk ada kabar. dan tdk mau ngaku hp jualan mereka palsu. sekarang tdk tau nasib hp saya. saya sudah beli yang baru yang asli. semoga yang lain jgn terkecoh harga murah.,"['hp', 'palsu', '3', 'wa', 'masalah', 'seller', 'bilang', 'suruh', 'ganti', 'kartu', 'ganti', 'aja', 'ganti', 'kartu', 'minggu', 'wa', 'kunci', 'lagi', 'sy', 'lapor', 'bilang', 'suruh', 'ganti', 'lagi', 'cek', 'hp', 'palsu', 'kembali', 'kembali', 'minggu', 'tdk', 'kabar', 'tdk', 'ngaku', 'hp', 'jual', 'palsu', 'tdk', 'tau', 'nasib', 'hp', 'saya', 'beli', 'asli', 'moga', 'jgn', 'kecoh', 'harga', 'murah']",hp palsu 3 wa masalah seller bilang suruh ganti kartu ganti aja ganti kartu minggu wa kunci lagi sy lapor bilang suruh ganti lagi cek hp palsu kembali kembali minggu tdk kabar tdk ngaku hp jual palsu tdk tau nasib hp saya beli asli moga jgn kecoh harga murah
barang kw tidak ori. hp tidak bisa install whatsapp karena kw. tidak amanah.,"['barang', 'kw', 'ori', 'hp', 'install', 'whatsapp', 'kw', 'amanah']",barang kw ori hp install whatsapp kw amanah
"barang tidak.bisa di cas, barang diragukan original nya","['barang', 'tidak bisa', 'cas', 'barang', 'ragu', 'original']",barang tidak bisa cas barang ragu original
"blum 1 bln suda hampir 10x ganti kartu , dpt barang refurbish , suda chat ke penjual tpi blum di respon .. semoga ad service waranty ny","['blum', '1', 'bln', 'suda', '10x', 'ganti', 'kartu', '', 'dpt', 'barang', 'refurbish', '', 'suda', 'chat', 'jual', 'tpi', 'blum', 'respon', '', 'moga', 'ad', 'service', 'waranty', 'ny']",blum 1 bln suda 10x ganti kartu  dpt barang refurbish  suda chat jual tpi blum respon  moga ad service waranty ny
"hpnya tidak bisa dipakai krn wa kena spam terus, ini hp rakitan tidak jelas, maaf krn beli 4 unit tidak bisa dipakai hpnya","['hpnya', 'pakai', 'krn', 'wa', 'spam', 'terus', 'hp', 'rakit', 'jelas', 'maaf', 'krn', 'beli', '4', 'unit', 'pakai', 'hpnya']",hpnya pakai krn wa spam terus hp rakit jelas maaf krn beli 4 unit pakai hpnya
"hp bermasalah ,wa tidak bisaa dipake ..padahal sudah ganti nomor/kartu baru tapi ttp tidak bisa . waktu itu sempat bisa kebuka tapi tidak lama kena spam ,dan carger bukan bawaan ,hp di cas 24 jam tidak mengisi cuma 1% terusss. mohon bantuan sellerr ini hp mau dituker atau diperbaiki biar ke depan bisa order lagii 🙏🙏 untuk yang lain nya sih aman ..kecuali wa sama carger .","['hp', 'masalah', 'wa', 'bisaa', 'dipake', 'padahal', 'ganti', 'nomor kartu', 'ttp', '', 'waktu', 'buka', 'spam', 'dan', 'carger', 'bawa', 'hp', 'cas', '24', 'jam', 'isi', '1', 'terusss', 'bantu', 'sellerr', 'hp', 'dituker', 'baik', 'biar', 'order', 'lagi', '', 'sih', 'aman', 'kecuali', 'wa', 'carger', '']",hp masalah wa bisaa dipake padahal ganti nomor kartu ttp  waktu buka spam dan carger bawa hp cas 24 jam isi 1 terusss bantu sellerr hp dituker baik biar order lagi  sih aman kecuali wa carger 
"wa kena spam beli hp 3 disini barang tidak bagus semua nya,,yg 2 lgi di retur perbaikan hp jika nnti hp stelah di terima bagus sya rubah lgi bintang nya maap sya rubh bintang nya gan soalnya kecewa bru 1 mnggu pake udah jelek","['wa', 'spam', 'beli', 'hp', '3', 'barang', 'bagus', 'nya yg', '2', 'lgi', 'retur', 'baik', 'hp', 'nnti', 'hp', 'stelah', 'terima', 'bagus', 'sya', 'rubah', 'lgi', 'bintang', 'maap', 'sya', 'rubh', 'bintang', 'gan', 'kecewa', 'bru', '1', 'mnggu', 'pake', 'udah', 'jelek']",wa spam beli hp 3 barang bagus nya yg 2 lgi retur baik hp nnti hp stelah terima bagus sya rubah lgi bintang maap sya rubh bintang gan kecewa bru 1 mnggu pake udah jelek
"hp belum ada 1mggu layar sudah error.. bergaris,bagaimna ini..sy minta tanggungjawabannya!","['hp', '1mggu', 'layar', 'error', 'gar bagaimna', 'ini sy', 'tanggungjawabannya']",hp 1mggu layar error gar bagaimna ini sy tanggungjawabannya
sudah d ganti bahasa ingris tetep aja wa nya kena spam terus,"['ganti', 'bahasa', 'ingris', 'tetep', 'aja', 'wa', 'spam']",ganti bahasa ingris tetep aja wa spam
"saya minta hitam om, kok yang datang merah muda (pink)? anak saya cowok yang lain okelah sesuai harga.... rate untuk koreksi atau tidak menyepelekan ya om... thanks","['hitam', 'om', 'merah', 'muda', 'pink', 'anak', 'cowok', 'oke', 'sesuai', 'harga', 'rate', 'koreksi', 'sepele', 'om', 'thanks']",hitam om merah muda pink anak cowok oke sesuai harga rate koreksi sepele om thanks
buat wa ke spam terus sudah konsul begitu mulu pusing sy ribet bngt hp,"['wa', 'spam', 'konsul', 'mulu', 'pusing', 'sy', 'ribet', 'bngt', 'hp']",wa spam konsul mulu pusing sy ribet bngt hp
"barang palsu, re furbish wis parah janga ada yang ketipu lagi di tokopedia","['barang', 'palsu', 're', 'furbish', 'wis', 'parah', 'janga', 'tipu', 'tokopedia']",barang palsu re furbish wis parah janga tipu tokopedia
camera belakangnya kadang berfungsi kadang engga,"['camera', 'belakang', 'kadang', 'fungsi', 'kadang', 'engga']",camera belakang kadang fungsi kadang engga
"kurang bonus softcase+anti gores aja sih soalnya di keterangan fotonya dapet, kalau kondisi hp baru aman dan bagus.","['bonus', 'softcase anti', 'gores', 'aja', 'sih', 'terang', 'foto', 'dapet', 'kondisi', 'hp', 'aman', 'bagus']",bonus softcase anti gores aja sih terang foto dapet kondisi hp aman bagus
so far away msh brfungsi dgn baik hny sy utk app wa ny suka kena spam..kondisi hp pas d buka keadaan nyala..over all okay..smg bs bertahan lama,"['so', 'far', 'away', 'msh', 'brfungsi', 'dgn', 'hny', 'sy', 'utk', 'app', 'wa', 'ny', 'suka', 'spam kondisi', 'hp', 'pas', 'buka', 'nyala over', 'all', 'okay smg', 'bs', 'tahan']",so far away msh brfungsi dgn hny sy utk app wa ny suka spam kondisi hp pas buka nyala over all okay smg bs tahan
"penjual responsif dan ramah, hanya hp-nya bermasalah (tidak bisa dicas)... dikirim balik, sudah lewat waktu komplain tapi syukurlah penjual masih tanggap.. yang disesalkan, ongkir ditanggung pembeli, dan juga pengembalian hp malah yang lama (walaupun sudah diperbaiki)...saya kan beli hp baru bukan second... tapi keseluruhan, penjual sangat responsif","['jual', 'responsif', 'ramah', 'hp-nya', 'masalah', 'tidak', 'cas', 'kirim', 'balik', 'waktu', 'komplain', 'syukur', 'jual', 'tanggap', 'sesal', 'ongkir', 'tanggung', 'beli', 'kembali', 'hp', 'walaupun', 'baik saya', 'beli', 'hp', 'second', 'seluruh', 'jual', 'responsif']",jual responsif ramah hp-nya masalah tidak cas kirim balik waktu komplain syukur jual tanggap sesal ongkir tanggung beli kembali hp walaupun baik saya beli hp second seluruh jual responsif
"barang nya si bagus.yg gagal cuman konektor .jd tidak bisa ngisi bateray,ending nya sy harus benerin lagi ke service supaya normal. #lebih teliti lagi sama barang sebelum di kirim tidak ya.👍👍.","['barang', 'si', 'bagus yg', 'gagal', 'cuman', 'konektor', 'jd', 'ngisi', 'bateray ending', 'sy', 'benerin', 'service', 'normal', 'lebih', 'teliti', 'barang', 'kirim', 'ya']",barang si bagus yg gagal cuman konektor jd ngisi bateray ending sy benerin service normal lebih teliti barang kirim ya
ini hp bekas terus di daur ulang di jadikan seperti baru lagi..sangat kecewa banget.tak kira hp masih baru gres,"['hp', 'bekas', 'daur', 'ulang', 'jadi', 'lagi sangat', 'kecewa', 'banget tak', 'hp', 'gres']",hp bekas daur ulang jadi lagi sangat kecewa banget tak hp gres
"maaf ya min, tapi aku harus beli charger lg terpisah, karna charger bawa'annya tidak bisa di pakai","['maaf', 'min', 'beli', 'charger', 'lg', 'pisah', 'karna', 'charger', 'bawa annya', 'pakai']",maaf min beli charger lg pisah karna charger bawa annya pakai
cacad batre tidak ngisi,"['cacad', 'batre', 'ngisi']",cacad batre ngisi
kabel charging bukan yang ori kasih..smga aja hpnya awet buat anak.,"['kabel', 'charging', 'ori', 'kasih smga', 'aja', 'hpnya', 'awet', 'anak']",kabel charging ori kasih smga aja hpnya awet anak
wa saya selalu bermasalah semenjak menggunakan hp ini. dapat nomor dari internasional bahkan ig saya sempat di hack.,"['wa', 'masalah', 'semenjak', 'hp', 'ini', 'nomor', 'internasional', 'ig', 'hack']",wa masalah semenjak hp ini nomor internasional ig hack
ke 2× beli di sini... hp vivo yang y20s unt wa selalu di blokir,"['2', 'beli', 'sini', 'hp', 'vivo', 'y20s', 'unt', 'wa', 'blokir']",2 beli sini hp vivo y20s unt wa blokir
cas adaptor nya rusak tidak bisa di pakek rugi jangan beli di toko iki barang bermasalah,"['cas', 'adaptor', 'rusak', 'pakek', 'rugi', 'beli', 'toko', 'iki', 'barang', 'masalah']",cas adaptor rusak pakek rugi beli toko iki barang masalah
barang kw dan ketika beberapa waktu pemakaian whatsapp kena spam. penipu kau,"['barang', 'kw', 'waktu', 'pakai', 'whatsapp', 'spam', 'tipu', 'kau']",barang kw waktu pakai whatsapp spam tipu kau
hp butut dijual ..gara2 tokopedia ngasih promo tidak jelas sering nipu orang tokopedia sekrang,"['hp', 'butut', 'jual', 'gara2', 'tokopedia', 'ngasih', 'promo', 'nipu', 'tokopedia', 'sekrang']",hp butut jual gara2 tokopedia ngasih promo nipu tokopedia sekrang
tidak bisa digunakan aplikasi whatsapp (wa) imei bermasalah,"['aplikasi', 'whatsapp', 'wa', 'imei', 'masalah']",aplikasi whatsapp wa imei masalah
"bukan baru sudah ada bekas tempelan stiker, tidak bisa di cash, tak ada jarum untuk buka sim cardnya.","['bekas', 'tempel', 'stiker', 'cash', 'jarum', 'buka', 'sim', 'cardnya']",bekas tempel stiker cash jarum buka sim cardnya
"hp cloningan, tdk bs wa sama sekali. error terus. penjual di chat sama sekali tidak balas","['hp', 'cloningan', 'tdk', 'bs', 'wa', 'sekali', 'error', 'terus', 'jual', 'chat', 'balas']",hp cloningan tdk bs wa sekali error terus jual chat balas
"hp tidak bisa pakai aplikasi wa.setiap kartu sim yang masuk langsung minta verifikasi nomor utk wa.sudah 3 kali ganti no wa pakai hp ini.kartu sim pindah ke hp lain bs digunakan,tp di hp ini tidak.🤦","['hp', 'pakai', 'aplikasi', 'wa tiap', 'kartu', 'sim', 'verifikasi', 'nomor', 'utk', 'wa sudah', '3', 'ganti', 'no', 'wa', 'pakai', 'hp', 'ini kartu', 'sim', 'pindah', 'hp', 'bs', 'guna tp', 'hp', 'tidak']",hp pakai aplikasi wa tiap kartu sim verifikasi nomor utk wa sudah 3 ganti no wa pakai hp ini kartu sim pindah hp bs guna tp hp tidak
"maaf kak terpaksa bintang 1. saya pernah beli hp refurbish oppo a3s memang spek ram tinggi aslinya tidak segitu tidak masalah buat saya. tapi klo beli sama kakak wa tidak bisa, tuker kartu baru 3x juga tidak bisa. jadi percuma hp tidak bisa wa, kan sekarang hp komunikasi wa.","['maaf', 'kak', 'paksa', 'bintang', '1', 'beli', 'hp', 'refurbish', 'oppo', 'a3s', 'spek', 'ram', 'tinggi', 'asli', 'segitu', 'saya', 'klo', 'beli', 'kakak', 'wa', 'bisa', 'tuker', 'kartu', '3x', 'bisa', 'hp', 'wa', 'hp', 'komunikasi', 'wa']",maaf kak paksa bintang 1 beli hp refurbish oppo a3s spek ram tinggi asli segitu saya klo beli kakak wa bisa tuker kartu 3x bisa hp wa hp komunikasi wa
"kondisi kurang bagus wa kena spam terus, padahal udah ganti no kena spam lagi tidak ngerti saya juga jadinya hp nyaa tidak jadi dipake mau didiemin aja nyesal beli nya","['kondisi', 'bagus', 'wa', 'spam', 'terus', 'udah', 'ganti', 'no', 'spam', 'ngerti', 'hp', 'nyaa', 'dipake', 'didiemin', 'aja', 'nyesal', 'beli']",kondisi bagus wa spam terus udah ganti no spam ngerti hp nyaa dipake didiemin aja nyesal beli
pada saat terima hp msh dalam kondisi ad segel tetapi kondisi hp dlm keadaan menyala dan pada saat gunakan tiba2 wa saya kena spam dan blokir selama 2 hari terus spt itu sampai akhir ya no hp telkomsel saya tidak bisa d gunakan lagi utk whatsapp dgn alasan no hp saya melakukan pelanggaran peraturan whatsapp saya ganti no hp saya dgn smartfren ternyata terjadi lagi tiba2 hp saya kena spam dan d blokir lagi akhirnya saya menggunakan hp lama utk whatsapp dgn no kartu smartfren saya sampai saat ini whatsapp saya aman tidak kena spam dan blokir berarti hp vivo yang saya abeli ternyata bermasalah dan sampai detik ini saya belum menerima invoice pembelian hp vivo y17 tab semoga pihak tokopedia bs membantu saya dgn mengembalikan uang pembelian hp tsb,"['terima', 'hp', 'msh', 'kondisi', 'ad', 'segel', 'kondisi', 'hp', 'dlm', 'nyala', 'tiba2', 'wa', 'spam', 'blokir', '2', 'spt', 'no', 'hp', 'telkomsel', 'utk', 'whatsapp', 'dgn', 'alas', 'no', 'hp', 'langgar', 'atur', 'whatsapp', 'ganti', 'no', 'hp', 'dgn', 'smartfren', 'tiba2', 'hp', 'spam', 'blokir', 'hp', 'utk', 'whatsapp', 'dgn', 'no', 'kartu', 'smartfren', 'whatsapp', 'aman', 'spam', 'blokir', 'hp', 'vivo', 'abeli', 'masalah', 'detik', 'terima', 'invoice', 'beli', 'hp', 'vivo', 'y17', 'tab', 'moga', 'tokopedia', 'bs', 'bantu', 'dgn', 'kembali', 'uang', 'beli', 'hp', 'tsb']",terima hp msh kondisi ad segel kondisi hp dlm nyala tiba2 wa spam blokir 2 spt no hp telkomsel utk whatsapp dgn alas no hp langgar atur whatsapp ganti no hp dgn smartfren tiba2 hp spam blokir hp utk whatsapp dgn no kartu smartfren whatsapp aman spam blokir hp vivo abeli masalah detik terima invoice beli hp vivo y17 tab moga tokopedia bs bantu dgn kembali uang beli hp tsb
terimakasih barang sudah sampai tapi casan nya mati tidak bisa dipake,"['terimakasih', 'barang', 'cas', 'mati', 'dipake']",terimakasih barang cas mati dipake
"jangan beli hp nya,produk palsu. romnya tidak smpe 256. paling parah gbsa pake whats app","['beli', 'hp', 'nya produk', 'palsu', 'romnya', 'smpe', '256', 'parah', 'gbsa', 'pake', 'whats', 'app']",beli hp nya produk palsu romnya smpe 256 parah gbsa pake whats app
barang yang bekas di masuk kan kembali dan juga buat aplikasi tidak bisa whatup,"['barang', 'bekas', 'aplikasi', 'whatup']",barang bekas aplikasi whatup
"tidak bisa utk wa, telepon, install jg tidak bisa. barangnya diragukan ini asli apa nggak? harganya memang di bawah harga standar, tapi kalo tidak bisa digunakan buat apa?","['utk', 'wa', 'telepon', 'install', 'jg', 'bisa', 'barang', 'ragu', 'asli', 'nggak', 'harga', 'harga', 'standar', 'kalo', 'apa']",utk wa telepon install jg bisa barang ragu asli nggak harga harga standar kalo apa
"barang rekondisi..., hp tidak bisa digunakan untuk whatsapp ( diblock oleh pihak whatsapp , sudah coba ganti smpe 3 nomor... )","['barang', 'rekondisi', 'hp', 'whatsapp', '', 'diblock', 'whatsapp', '', 'coba', 'ganti', 'smpe', '3', 'nomor', '']",barang rekondisi hp whatsapp  diblock whatsapp  coba ganti smpe 3 nomor 
tdk bs nangkap jaringan aplikasi wa tdk bs di gunakan t4 simcard tdk pas dg kartu,"['tdk', 'bs', 'nangkap', 'jaring', 'aplikasi', 'wa', 'tdk', 'bs', 't4', 'simcard', 'tdk', 'pas', 'dg', 'kartu']",tdk bs nangkap jaring aplikasi wa tdk bs t4 simcard tdk pas dg kartu
"setelah dicek pake cpu-z ternyata ram hanya separuhnya, kapok","['cek', 'pake', 'cpu-z', 'ram', 'paruh', 'kapok']",cek pake cpu-z ram paruh kapok
"barang rekondisi , baru pakai 2 bulan ud rusak","['barang', 'rekondisi', '', 'pakai', '2', 'ud', 'rusak']",barang rekondisi  pakai 2 ud rusak
barang masih disegel sayangnya sepertinya rekondisi bukan baru,"['barang', 'segel', 'sayang', 'rekondisi']",barang segel sayang rekondisi
hp di caas tidak mau ngisi .tidak bisa buat wa .alhasil jdi bangke karna tidak bisa d cas,"['hp', 'caas', 'ngisi', 'tidak', 'wa', 'alhasil', 'jdi', 'bangke', 'karna', 'cas']",hp caas ngisi tidak wa alhasil jdi bangke karna cas
"barang bukan asli dan baru 100%.. casingnya y17 tapi mesinnya y12.. camera sudah di ganti dan layar lcd sudah bkn aslinya lagi, charging nya lama","['barang', 'asli', '100', 'casingnya', 'y17', 'mesin', 'y12', 'camera', 'ganti', 'layar', 'lcd', 'bkn', 'asli', 'lagi', 'charging']",barang asli 100 casingnya y17 mesin y12 camera ganti layar lcd bkn asli lagi charging
pengirimannya... sudah dibawa kurir pake dibalikin lagi ke ekspedisi sampai 2x. alhasil ambil barang sendiri ke ekspedisi. sicepat tidak direkomendasikan banget...,"['kirim', 'bawa', 'kurir', 'pake', 'dibalikin', 'ekspedisi', '2x', 'alhasil', 'ambil', 'barang', 'ekspedisi', 'sicepat', 'rekomendasi', 'banget']",kirim bawa kurir pake dibalikin ekspedisi 2x alhasil ambil barang ekspedisi sicepat rekomendasi banget
baterai hp nya belum 1 jam digunakan utk wa saja setengah .... jam sudah mati,"['baterai', 'hp', '1', 'jam', 'utk', 'wa', '', 'jam', 'mati']",baterai hp 1 jam utk wa  jam mati
jngn bli d toko ini barang udah dkembalikan tidak balik lgi pembayaran berlangsung,"['jngn', 'bli', 'toko', 'barang', 'udah', 'dkembalikan', 'lgi', 'bayar']",jngn bli toko barang udah dkembalikan lgi bayar
hp tidak bisa buat apliksi wa . d coba 3x ttep tidak bisa pdhal sudah pake kartu lain .,"['hp', 'apliksi', 'wa', '', 'coba', '3x', 'ttep', 'pdhal', 'pake', 'kartu', '']",hp apliksi wa  coba 3x ttep pdhal pake kartu 
charger rusak/ tidak bisa berfungsi,"['charger', 'rusak', 'fungsi']",charger rusak fungsi
barang sampe namun tombol on off eror.,"['barang', 'sampe', 'tombol', 'on', 'off', 'eror']",barang sampe tombol on off eror
"sengaja beli 2 kirain bagus, ehh dua dua nya di pake unduh wa aja berat banget. nyesel sumpah demi allah","['sengaja', 'beli', '2', 'kirain', 'bagus', 'ehh', 'pake', 'unduh', 'wa', 'aja', 'berat', 'banget', 'nyesel', 'sumpah', 'allah']",sengaja beli 2 kirain bagus ehh pake unduh wa aja berat banget nyesel sumpah allah
"jangan tergiur harga murah ya gaes ya nanti nyesel, tidak bisa whatsapp selalu log out spam terus","['giur', 'harga', 'murah', 'gaes', 'nyesel', 'whatsapp', 'log', 'out', 'spam']",giur harga murah gaes nyesel whatsapp log out spam
cuma bertahan 2hari pake wa apa bisa di refund,"['tahan', '2hari', 'pake', 'wa', 'refund']",tahan 2hari pake wa refund
masa baru beli udah kena lcd nya. salah siapa ya? hadeuh... kapok,"['beli', 'udah', 'lcd', 'nya', 'salah', 'ya', 'hadeuh', 'kapok']",beli udah lcd nya salah ya hadeuh kapok
"warna tidak sesuai, minta hitam dikirim merah","['warna', 'sesuai', 'hitam', 'kirim', 'merah']",warna sesuai hitam kirim merah
